CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance
21367,13,Cindy,Rana,1972-07-15,M,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21368,314,Mason,Collins,1993-11-26,M,M,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21369,359,Sarah,Rodriguez,1974-06-22,M,F,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21370,36,Emmanuel,Martinez,1965-04-29,M,M,20000.00,1,Partial High School,Clerical,1,2,1-2 Miles
21371,9,Ann,Patel,1967-03-02,M,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21372,26,Wayne,Raje,1970-02-02,S,M,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21373,37,Clayton,Liu,1972-03-29,M,M,20000.00,1,Partial High School,Clerical,0,2,1-2 Miles
21374,18,Stacey,Zhou,1974-08-02,M,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21375,18,Carl,Sharma,1961-05-03,S,M,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21376,39,Paula,Ramos,1998-08-17,M,F,20000.00,1,Partial High School,Clerical,1,2,1-2 Miles
21377,4,Allison,Bailey,1983-09-07,S,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21378,31,Rebekah,Diaz,1990-02-23,M,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
21379,4,Colleen,Huang,1968-01-05,M,F,30000.00,0,Partial College,Clerical,0,2,1-2 Miles
21380,4,Candace,Sara,1992-03-28,M,F,30000.00,0,Partial College,Clerical,0,2,1-2 Miles
21381,15,Francis,Ruiz,1996-04-17,M,M,30000.00,0,Partial College,Clerical,0,2,5-10 Miles
21382,25,Brad,Chander,1964-09-14,M,M,30000.00,0,Partial College,Clerical,0,2,5-10 Miles
21383,32,Ricardo,Anand,1963-08-08,M,M,20000.00,1,Partial High School,Clerical,1,2,1-2 Miles
21384,12,Ronnie,Lin,1966-10-29,M,M,30000.00,0,High School,Skilled Manual,0,2,1-2 Miles
21385,312,Nicole,Peterson,1996-08-02,S,F,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21386,322,Abigail,Wood,1979-12-02,S,F,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21387,26,Nelson,Diaz,1996-03-24,S,M,30000.00,0,High School,Skilled Manual,1,2,5-10 Miles
21388,546,Nicole,Lee,1975-11-27,S,F,80000.00,0,Bachelors,Management,0,1,0-1 Miles
21389,40,Jamie,Sun,1996-06-04,M,F,30000.00,0,High School,Skilled Manual,0,2,1-2 Miles
21390,7,Grant,Becker,1968-06-16,M,M,40000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
21391,21,Dawn,Xie,1997-10-01,M,F,40000.00,0,Partial High School,Clerical,0,2,1-2 Miles
21392,26,Kelli,Lin,1992-06-30,M,F,40000.00,0,Partial High School,Clerical,0,2,1-2 Miles
21393,33,Candace,Arun,1968-12-18,S,F,70000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
21394,40,Gabriella,Parker,1998-06-28,S,F,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21395,609,Alexia,Hughes,1972-02-08,M,F,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21396,612,Megan,Martinez,1994-03-29,S,F,40000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
21397,631,Mason,Howard,1992-07-11,M,M,40000.00,0,High School,Skilled Manual,1,2,5-10 Miles
21398,372,Ethan,Diaz,1963-02-04,M,M,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21399,385,Ian,Hughes,1964-12-31,M,M,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
21400,50,Adam,Campbell,1981-03-04,S,M,60000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
21401,543,Eric,Powell,1979-06-19,S,M,60000.00,0,Partial College,Professional,1,2,5-10 Miles
21402,19,Kevin,King,1961-09-29,M,M,80000.00,0,High School,Skilled Manual,0,2,1-2 Miles
21403,26,Lisa,Roy,1968-05-26,S,M,70000.00,0,High School,Professional,0,2,1-2 Miles
21404,25,Julio,Sanz,1982-04-08,S,M,70000.00,0,High School,Professional,0,2,1-2 Miles
21405,23,Bonnie,Shen,1987-08-08,M,F,110000.00,1,Bachelors,Management,1,4,2-5 Miles
21406,33,Troy,Chandra,1988-02-10,M,M,110000.00,1,Bachelors,Management,1,4,0-1 Miles
21407,33,Wesley,Lin,1997-10-20,M,M,110000.00,1,Bachelors,Management,1,4,2-5 Miles
21408,32,Autumn,Chen,1964-04-16,M,F,110000.00,1,Bachelors,Management,1,4,2-5 Miles
21409,36,Johnny,Deng,1996-11-10,M,M,110000.00,1,Bachelors,Management,1,4,2-5 Miles
21410,614,Eric,Zhang,1971-06-10,M,M,70000.00,0,Partial College,Professional,0,2,0-1 Miles
21411,335,Maria,Kelly,1960-08-10,S,F,70000.00,0,Partial College,Professional,0,2,0-1 Miles
21412,62,Jordan,Alexander,1981-05-11,M,M,50000.00,0,High School,Professional,1,2,5-10 Miles
21413,618,Dalton,Robinson,1988-02-02,M,M,60000.00,0,Partial College,Professional,1,2,5-10 Miles
21414,543,Aaron,Butler,1973-10-09,M,M,60000.00,0,Partial College,Professional,1,2,5-10 Miles
21415,634,Sydney,Sanchez,1983-06-17,S,F,60000.00,0,Partial College,Professional,1,2,5-10 Miles
21416,300,Ryan,Butler,1970-12-14,S,M,60000.00,0,Partial College,Professional,0,2,1-2 Miles
21417,301,Gabrielle,Torres,1988-06-28,S,F,60000.00,0,Partial College,Professional,0,2,1-2 Miles
21418,20,Alicia,Chapman,1980-06-28,M,F,120000.00,2,Bachelors,Management,1,2,2-5 Miles
21419,312,Gilbert,Ma,1990-05-24,M,M,120000.00,2,Bachelors,Management,1,3,0-1 Miles
21420,338,Isabella,Carter,1999-06-11,S,F,70000.00,0,Partial High School,Skilled Manual,0,2,1-2 Miles
21421,638,Ashley,Ross,1997-04-01,M,F,60000.00,0,High School,Professional,1,2,5-10 Miles
21422,348,Karen,Wood,1972-04-09,M,F,80000.00,1,Bachelors,Management,1,0,2-5 Miles
21423,71,Connor,Adams,1980-01-18,S,M,90000.00,0,Partial College,Professional,1,1,2-5 Miles
21424,316,Emily,Alexander,1982-03-18,M,F,60000.00,0,High School,Professional,0,2,1-2 Miles
21425,343,Carlos,Hall,1964-04-20,M,M,60000.00,0,High School,Professional,0,2,5-10 Miles
21426,310,Jon,Raje,1981-02-10,M,M,60000.00,0,High School,Professional,0,2,1-2 Miles
21427,632,Kelly,Foster,1988-02-07,M,F,70000.00,0,Partial College,Professional,0,2,5-10 Miles
21428,612,Jada,Brooks,1978-08-10,M,F,70000.00,0,Partial College,Professional,0,2,5-10 Miles
21429,547,Isabella,Sandberg,1975-12-14,M,F,70000.00,0,Partial College,Professional,1,2,5-10 Miles
21430,301,Savannah,Morgan,1987-10-27,M,F,90000.00,0,Graduate Degree,Management,1,1,5-10 Miles
21431,49,Preston,Kapoor,1962-12-13,S,M,80000.00,0,Bachelors,Management,0,1,2-5 Miles
21432,616,Melanie,Ward,1961-10-23,M,F,100000.00,1,Bachelors,Management,1,4,2-5 Miles
21433,311,Gerald,Martinez,1971-04-18,M,M,110000.00,2,Bachelors,Management,1,4,2-5 Miles
21434,361,Isabella,Smith,1960-01-03,S,F,130000.00,2,Graduate Degree,Management,0,1,0-1 Miles
21435,369,Connor,Alexander,1994-05-20,S,M,150000.00,0,Bachelors,Management,0,2,0-1 Miles
21436,611,Brandi,Serrano,1984-02-08,S,F,70000.00,0,Bachelors,Professional,1,1,2-5 Miles
21437,307,Whitney,Sara,1970-11-23,S,F,70000.00,0,Bachelors,Professional,0,1,2-5 Miles
21438,368,Edward,Price,1970-04-21,S,M,70000.00,0,Bachelors,Professional,0,1,2-5 Miles
21439,634,Thomas,Clark,1961-06-17,S,M,70000.00,0,Bachelors,Professional,1,1,2-5 Miles
21440,336,Ian,Morgan,1968-11-16,S,M,70000.00,0,Bachelors,Professional,0,1,2-5 Miles
21441,60,Edward,Nelson,1968-06-17,M,M,50000.00,0,Bachelors,Management,1,2,10+ Miles
21442,331,Savannah,Cook,1963-03-01,S,F,50000.00,0,Bachelors,Management,1,2,10+ Miles
21443,631,Zoe,Morgan,1961-07-24,M,F,70000.00,0,Bachelors,Management,1,2,10+ Miles
21444,352,Blake,Lopez,1975-08-09,M,M,70000.00,0,Bachelors,Management,1,2,1-2 Miles
21445,609,Madeline,Evans,1974-02-08,M,F,60000.00,0,Graduate Degree,Management,1,2,10+ Miles
21446,68,Jeremy,Barnes,1996-03-08,M,M,60000.00,0,Graduate Degree,Management,0,2,1-2 Miles
21447,60,Anthony,Harris,1984-12-17,M,M,70000.00,0,Bachelors,Management,1,2,10+ Miles
21448,311,Jenna,Nelson,1978-11-02,M,F,80000.00,0,Bachelors,Management,0,2,1-2 Miles
21449,311,Devon,Raheem,1987-05-21,M,M,80000.00,0,Bachelors,Management,1,2,5-10 Miles
21450,68,Nathan,Bryant,1977-07-07,M,M,40000.00,0,High School,Professional,0,2,1-2 Miles
21451,311,Jocelyn,Ross,1998-08-24,M,F,40000.00,0,High School,Professional,1,2,10+ Miles
21452,539,Seth,Bailey,1977-10-14,M,M,40000.00,0,High School,Professional,1,2,10+ Miles
21453,49,Wayne,Deng,1961-10-13,M,M,70000.00,0,Bachelors,Management,1,2,1-2 Miles
21454,311,Alvin,Goldstein,1974-03-15,M,M,70000.00,0,Bachelors,Management,1,2,1-2 Miles
21455,609,Samuel,Shan,1976-10-05,M,M,40000.00,0,High School,Professional,0,2,10+ Miles
21456,543,Dalton,Gonzales,1968-06-25,M,M,40000.00,0,High School,Professional,0,2,10+ Miles
21457,300,Jamie,Serrano,1990-09-12,M,M,40000.00,0,High School,Professional,0,2,2-5 Miles
21458,335,Carson,Price,1977-02-03,M,M,40000.00,0,High School,Professional,0,2,2-5 Miles
21459,374,Luis,Alexander,1977-10-08,M,M,70000.00,0,Bachelors,Management,0,2,2-5 Miles
21460,372,Jack,Carter,1964-02-05,M,M,70000.00,0,Bachelors,Management,1,2,2-5 Miles
21461,60,Elizabeth,Simmons,1991-06-13,M,F,70000.00,0,Bachelors,Management,1,2,10+ Miles
21462,345,Katelyn,Nelson,1965-09-13,S,F,70000.00,0,Bachelors,Management,0,2,2-5 Miles
21463,372,Logan,Roberts,1976-07-31,M,M,70000.00,0,Bachelors,Management,1,2,2-5 Miles
21464,51,Miguel,Griffin,1975-03-26,M,M,70000.00,0,Bachelors,Management,1,2,10+ Miles
21465,360,Austin,Shan,1961-10-25,M,M,70000.00,0,Bachelors,Management,1,3,10+ Miles
21466,542,Austin,Jones,1973-09-17,M,M,70000.00,0,Bachelors,Management,0,3,2-5 Miles
21467,632,David,Harris,1975-06-11,M,M,60000.00,0,Bachelors,Management,1,2,10+ Miles
21468,336,Ethan,Yang,1962-12-22,M,M,60000.00,0,Bachelors,Management,1,2,10+ Miles
21469,316,Caitlin,Bell,1979-05-11,S,F,70000.00,1,Partial College,Professional,0,1,2-5 Miles
21470,307,Stephanie,Jenkins,1964-09-16,S,F,70000.00,1,Partial College,Professional,0,1,2-5 Miles
21471,51,Marcus,Carter,1979-03-16,M,M,70000.00,1,Partial College,Professional,1,1,10+ Miles
21472,325,Patrick,Ward,1965-10-08,M,M,70000.00,1,Partial College,Professional,1,1,2-5 Miles
21473,612,Stacy,Rubio,1978-07-06,M,F,40000.00,1,High School,Professional,1,2,2-5 Miles
21474,623,Lucas,Gray,1961-02-19,M,M,60000.00,1,Partial College,Professional,1,1,10+ Miles
21475,314,Cassidy,Alexander,1964-01-21,M,F,60000.00,1,Bachelors,Management,1,0,2-5 Miles
21476,315,Hunter,Jenkins,1993-03-26,M,M,60000.00,1,Bachelors,Management,0,0,2-5 Miles
21477,339,Katelyn,Watson,1971-07-16,M,F,60000.00,1,Bachelors,Management,1,0,10+ Miles
21478,343,Abigail,Reed,1963-08-04,M,F,60000.00,1,Bachelors,Management,1,0,2-5 Miles
21479,359,Noah,Foster,1981-09-10,M,M,60000.00,1,Bachelors,Management,1,0,2-5 Miles
21480,49,Alfredo,Martin,1973-07-14,M,M,40000.00,1,High School,Professional,0,2,2-5 Miles
21481,614,Jose,Diaz,1973-02-17,M,M,60000.00,1,Partial College,Professional,1,2,10+ Miles
21482,542,Haley,Flores,1960-07-09,S,F,60000.00,1,Partial College,Professional,0,2,2-5 Miles
21483,637,Michelle,Bailey,1985-01-31,M,F,60000.00,1,Partial College,Professional,1,2,2-5 Miles
21484,638,Abigail,Coleman,1989-03-23,M,F,60000.00,1,Partial College,Professional,1,2,2-5 Miles
21485,641,Brandon,Clark,1993-04-29,M,M,60000.00,1,Partial College,Professional,0,2,2-5 Miles
21486,301,Suzanne,Gao,1962-02-08,S,F,60000.00,1,Bachelors,Management,1,0,10+ Miles
21487,347,Jacqueline,Ramirez,1990-10-20,S,F,70000.00,1,Partial College,Professional,1,2,10+ Miles
21488,359,Madison,Henderson,1993-05-18,M,F,70000.00,1,Partial College,Professional,0,2,1-2 Miles
21489,49,Neil,Gutierrez,1984-12-29,M,M,40000.00,1,Partial High School,Skilled Manual,0,2,2-5 Miles
21490,50,Cole,Ward,1972-06-03,M,M,40000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
21491,623,Joseph,Lewis,1962-11-11,M,M,60000.00,1,Partial College,Professional,1,2,2-5 Miles
21492,314,Robert,Jai,1975-01-24,S,M,60000.00,1,Partial College,Professional,1,1,10+ Miles
21493,359,Carson,Coleman,1968-05-07,S,M,80000.00,1,Bachelors,Management,1,1,5-10 Miles
21494,54,Kayla,Gonzales,1989-01-07,S,F,60000.00,1,High School,Professional,1,2,10+ Miles
21495,631,James,Hughes,1971-10-03,M,M,60000.00,1,High School,Professional,1,2,10+ Miles
21496,300,Nichole,Rai,1975-04-19,M,F,60000.00,1,Partial College,Professional,1,2,10+ Miles
21497,307,Patrick,Cox,1972-01-23,M,M,60000.00,1,Partial College,Professional,1,2,10+ Miles
21498,312,Cameron,Wilson,1990-03-05,M,M,60000.00,1,Partial College,Professional,1,2,10+ Miles
21499,358,Bailey,Ramirez,1976-03-31,M,F,70000.00,2,Partial College,Professional,1,1,1-2 Miles
21500,642,Devin,Long,1960-06-11,M,M,70000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
21501,59,Deb,Foster,1963-11-13,S,M,70000.00,1,Partial High School,Skilled Manual,1,3,10+ Miles
21502,326,Morgan,Clark,1974-06-07,S,F,60000.00,1,High School,Professional,1,2,10+ Miles
21503,626,Melanie,Long,1991-02-11,M,F,60000.00,1,High School,Professional,1,2,10+ Miles
21504,611,Chloe,Torres,1976-01-02,M,F,60000.00,1,High School,Professional,1,2,2-5 Miles
21505,192,Ronald,Gonzalez,1995-05-12,S,M,110000.00,4,Partial College,Professional,1,3,5-10 Miles
21506,173,Randall,Gutierrez,1974-02-15,M,M,130000.00,4,Partial College,Professional,1,2,5-10 Miles
21507,231,Hunter,Smith,1991-09-01,M,M,150000.00,3,Partial College,Professional,0,3,5-10 Miles
21508,229,Suzanne,Li,1960-04-28,M,F,120000.00,4,High School,Professional,1,4,5-10 Miles
21509,247,Michele,Lopez,1969-12-12,M,F,130000.00,4,Partial College,Professional,1,3,5-10 Miles
21510,155,Carol,Perry,1988-07-20,M,F,80000.00,2,Partial College,Professional,0,1,2-5 Miles
21511,265,Richard,Sanders,1985-05-03,M,M,80000.00,2,Partial College,Professional,1,1,2-5 Miles
21512,231,Emma,Russell,1988-11-07,M,F,80000.00,2,Partial College,Professional,0,1,2-5 Miles
21513,197,Stacey,Xu,1966-03-07,M,F,70000.00,1,High School,Professional,1,2,10+ Miles
21514,134,Krystal,Zhu,1995-04-11,M,F,110000.00,4,Bachelors,Management,1,4,10+ Miles
21515,233,Barbara,Yuan,1983-12-07,M,F,130000.00,4,Bachelors,Management,1,3,5-10 Miles
21516,246,Larry,Serrano,1963-09-27,M,M,130000.00,4,Bachelors,Management,1,4,5-10 Miles
21517,257,Gerald,Subram,1981-11-26,M,M,170000.00,4,Graduate Degree,Management,1,2,0-1 Miles
21518,197,Ruben,Madan,1969-01-05,M,M,70000.00,1,High School,Professional,1,2,2-5 Miles
21519,162,Franklin,Becker,1997-07-13,S,M,100000.00,3,Bachelors,Management,1,4,10+ Miles
21520,238,Seth,Baker,1985-05-03,M,M,110000.00,4,Bachelors,Management,1,4,10+ Miles
21521,187,Joanna,Romero,1979-09-07,S,F,80000.00,0,Partial College,Professional,0,2,2-5 Miles
21522,196,Morgan,Bryant,1969-02-12,S,F,90000.00,0,Partial College,Professional,0,2,10+ Miles
21523,175,Timothy,Green,1964-08-06,M,M,120000.00,5,Bachelors,Management,1,0,5-10 Miles
21524,265,Faith,Wood,1988-05-21,S,F,80000.00,2,Partial College,Professional,1,1,10+ Miles
21525,241,Victoria,Howard,1965-01-22,M,F,80000.00,2,Partial College,Professional,1,2,10+ Miles
21526,172,Jonathon,Munoz,1985-05-14,S,M,80000.00,2,Partial College,Professional,1,2,10+ Miles
21527,211,Sergio,Patel,1971-01-07,S,M,90000.00,2,High School,Professional,1,2,10+ Miles
21528,151,Jay,Moreno,1994-11-15,M,M,130000.00,4,Partial College,Professional,1,4,0-1 Miles
21529,183,Kristi,Martinez,1999-07-08,S,F,100000.00,4,Bachelors,Management,1,3,10+ Miles
21530,182,Toni,Raman,1978-01-31,M,F,100000.00,4,Bachelors,Management,0,4,2-5 Miles
21531,223,Kari,Vance,1985-11-05,M,F,100000.00,4,Bachelors,Management,1,4,10+ Miles
21532,175,Sierra,Turner,1984-12-29,M,F,120000.00,5,Bachelors,Management,0,2,10+ Miles
21533,259,Gilbert,Tang,1966-04-20,M,M,130000.00,5,Partial College,Professional,1,2,0-1 Miles
21534,250,Warren,Rai,1965-10-21,S,M,130000.00,5,High School,Professional,0,3,0-1 Miles
21535,206,Alfredo,Sandberg,1964-03-04,S,M,80000.00,2,High School,Professional,1,2,10+ Miles
21536,128,Billy,Rubio,1962-06-17,M,M,90000.00,1,High School,Professional,1,2,10+ Miles
21537,147,Gloria,Navarro,1973-04-18,M,F,90000.00,1,High School,Professional,0,2,2-5 Miles
21538,220,Tara,Luo,1977-12-12,M,F,80000.00,2,High School,Management,1,2,5-10 Miles
21539,209,Phillip,Raman,1999-02-13,M,M,100000.00,4,Partial College,Management,1,4,10+ Miles
21540,255,Ross,Rubio,1991-02-28,S,M,150000.00,5,Bachelors,Management,0,3,0-1 Miles
21541,265,Daisy,Gutierrez,1979-05-29,M,F,160000.00,5,Partial College,Management,0,3,10+ Miles
21542,220,Patricia,Vance,1998-10-26,M,F,70000.00,1,Partial High School,Skilled Manual,0,3,5-10 Miles
21543,211,Naomi,Romero,1962-04-24,M,F,80000.00,1,High School,Management,1,3,10+ Miles
21544,240,Gary,Moreno,1986-06-12,M,M,150000.00,5,High School,Management,1,4,10+ Miles
21545,277,Michele,Schmidt,1982-01-08,M,F,170000.00,5,High School,Management,1,4,0-1 Miles
21546,155,Cory,Garcia,1963-10-03,M,M,90000.00,1,Partial High School,Skilled Manual,1,4,10+ Miles
21547,238,Brad,Raje,1982-11-20,S,M,120000.00,5,High School,Management,1,3,10+ Miles
21548,254,Christy,Chander,1979-10-10,M,F,130000.00,5,High School,Management,1,4,10+ Miles
21549,126,Jerome,Ruiz,1965-06-23,S,M,100000.00,4,High School,Management,1,4,10+ Miles
21550,163,Kara,Deng,1982-06-12,M,F,100000.00,4,High School,Management,0,4,5-10 Miles
21551,39,Elijah,Butler,1994-03-26,S,M,60000.00,0,Bachelors,Professional,0,3,2-5 Miles
21552,20,Francis,Alvarez,1969-06-10,M,M,80000.00,0,Bachelors,Professional,0,3,10+ Miles
21553,27,Allen,Suri,1981-12-21,M,M,90000.00,0,Bachelors,Professional,1,2,10+ Miles
21554,4,Molly,Rana,1974-02-18,S,F,80000.00,0,Bachelors,Professional,0,3,10+ Miles
21555,35,Jarrod,Madan,1967-08-22,S,M,90000.00,0,Bachelors,Professional,1,2,10+ Miles
21556,15,Gloria,Serrano,1979-11-29,S,F,90000.00,0,Bachelors,Professional,0,3,10+ Miles
21557,6,Kate,Lal,1989-09-23,S,F,110000.00,5,Partial College,Management,1,3,10+ Miles
21558,4,Nicole,Coleman,1979-08-30,S,F,100000.00,5,High School,Management,1,2,10+ Miles
21559,26,Pedro,Malhotra,1963-07-11,M,M,100000.00,5,High School,Management,0,2,10+ Miles
21560,35,Kristopher,Lopez,1972-04-04,M,M,120000.00,5,Partial High School,Professional,1,4,10+ Miles
21561,8,Albert,Navarro,1973-05-02,S,M,90000.00,0,Bachelors,Professional,0,3,10+ Miles
21562,3,Drew,Jai,1972-01-18,S,M,100000.00,5,High School,Management,1,3,10+ Miles
21563,24,Carla,Mehta,1990-06-17,S,F,80000.00,0,Bachelors,Professional,1,4,10+ Miles
21564,27,Erica,Liu,1964-12-28,S,F,80000.00,0,Bachelors,Professional,1,4,10+ Miles
21565,21,Sheena,Shan,1991-12-17,M,F,110000.00,5,High School,Management,1,3,10+ Miles
21566,22,Jermaine,Garcia,1991-04-29,M,M,110000.00,5,High School,Management,1,3,10+ Miles
21567,18,Candace,Sanchez,1999-02-27,M,F,100000.00,5,High School,Management,0,3,10+ Miles
21568,23,Jacquelyn,Hernandez,1989-01-29,M,F,100000.00,5,High School,Management,1,4,10+ Miles
21569,5,Brendan,Rai,1990-08-21,S,M,90000.00,0,Bachelors,Professional,1,4,10+ Miles
21570,11,Barry,Kovár,1965-07-11,M,M,100000.00,5,High School,Management,1,4,10+ Miles
21571,8,Darryl,Yang,1961-06-11,M,M,110000.00,5,High School,Management,1,4,10+ Miles
21572,7,Randall,Ramos,1999-07-13,M,M,130000.00,5,Bachelors,Management,1,4,0-1 Miles
21573,14,Jimmy,Munoz,1987-02-08,S,M,130000.00,5,Bachelors,Management,1,4,0-1 Miles
21574,638,Fernando,Lewis,1998-09-21,M,M,100000.00,2,Partial College,Professional,1,1,0-1 Miles
21575,322,Justin,Foster,1995-07-12,M,M,80000.00,0,Partial College,Professional,0,2,2-5 Miles
21576,546,Benjamin,Gonzales,1999-04-09,M,M,80000.00,0,Partial College,Professional,0,2,2-5 Miles
21577,49,Tiffany,Ma,1965-10-26,M,F,50000.00,0,Graduate Degree,Management,1,2,5-10 Miles
21578,642,Jordan,Green,1995-04-26,M,M,60000.00,0,Graduate Degree,Management,1,2,5-10 Miles
21579,553,Wyatt,Jackson,1986-07-05,M,M,60000.00,0,Graduate Degree,Management,1,2,5-10 Miles
21580,52,Mariah,Ward,1990-01-18,S,F,80000.00,3,Partial College,Professional,1,2,2-5 Miles
21581,71,Rachel,Russell,1967-12-02,M,F,80000.00,3,Partial College,Professional,1,2,0-1 Miles
21582,49,Amber,Roberts,1973-01-30,M,F,50000.00,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles
21583,653,Jaclyn,Lal,1992-11-25,M,F,50000.00,1,Bachelors,Skilled Manual,1,0,0-1 Miles
21584,616,Gavin,Bryant,1993-05-15,M,M,50000.00,1,Bachelors,Skilled Manual,1,0,2-5 Miles
21585,543,Trinity,Gray,1976-08-23,M,F,50000.00,1,Bachelors,Skilled Manual,1,0,2-5 Miles
21586,552,Stephanie,Foster,1989-12-16,M,F,60000.00,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles
21587,298,Jenna,Roberts,1993-08-12,M,F,60000.00,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles
21588,301,Theodore,Martin,1970-08-14,M,M,60000.00,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles
21589,60,Vanessa,Coleman,1984-05-05,M,F,50000.00,1,Bachelors,Skilled Manual,1,0,2-5 Miles
21590,609,Taylor,Gonzales,1982-12-07,M,F,40000.00,1,Bachelors,Skilled Manual,1,0,2-5 Miles
21591,310,Clayton,Goel,1977-08-24,M,M,40000.00,1,Bachelors,Skilled Manual,1,1,0-1 Miles
21592,623,Christina,Reed,1979-05-25,M,F,40000.00,1,Bachelors,Skilled Manual,1,1,0-1 Miles
21593,301,Marcus,Roberts,1985-09-15,S,M,50000.00,2,Bachelors,Skilled Manual,0,0,0-1 Miles
21594,322,Brianna,Moore,1985-09-20,M,F,50000.00,2,Bachelors,Skilled Manual,1,0,0-1 Miles
21595,54,Juan,Ward,1982-09-24,M,M,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21596,553,Luke,Wright,1978-08-02,M,M,60000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21597,312,Jose,Jones,1996-05-16,M,M,70000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21598,648,Chloe,Perez,1980-04-01,M,F,60000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21599,548,Sara,Lopez,1970-05-04,M,F,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21600,368,Alexa,Bell,1976-11-09,M,F,70000.00,2,Bachelors,Skilled Manual,1,0,2-5 Miles
21601,360,Jacqueline,Bell,1976-11-12,M,F,70000.00,2,Bachelors,Skilled Manual,1,0,2-5 Miles
21602,612,Manuel,Malhotra,1967-12-27,M,M,70000.00,2,Bachelors,Skilled Manual,1,1,2-5 Miles
21603,609,Seth,Barnes,1996-03-26,M,M,70000.00,2,Bachelors,Skilled Manual,1,1,0-1 Miles
21604,315,Melanie,Howard,1988-04-01,S,F,40000.00,0,Bachelors,Professional,0,1,2-5 Miles
21605,612,Brittney,Ye,1978-04-04,M,F,60000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21606,614,Connor,Roberts,1994-03-08,M,M,60000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21607,614,Bryce,Torres,1998-04-22,M,M,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21608,634,David,Griffin,1998-02-16,M,M,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21609,307,Tabitha,Blanco,1983-06-02,S,F,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21610,322,Caleb,Edwards,1976-12-17,M,M,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21611,385,Ethan,Wilson,1968-01-28,M,M,80000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21612,548,Spencer,Foster,1995-09-26,S,M,40000.00,0,Bachelors,Professional,0,1,0-1 Miles
21613,57,Caleb,Powell,1995-03-21,S,M,50000.00,2,Bachelors,Skilled Manual,0,1,0-1 Miles
21614,49,William,Thomas,1982-03-06,M,M,50000.00,2,Bachelors,Skilled Manual,1,1,0-1 Miles
21615,311,Grace,Torres,1990-11-11,S,F,50000.00,2,Bachelors,Skilled Manual,0,1,0-1 Miles
21616,612,Carson,Wood,1963-12-15,M,M,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21617,539,Jennifer,Miller,1984-05-18,S,F,60000.00,0,Graduate Degree,Professional,0,0,0-1 Miles
21618,54,Elijah,Carter,1966-06-01,M,M,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21619,385,Angela,Patterson,1997-04-03,S,F,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21620,50,Mariah,Brooks,1998-08-13,M,F,60000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
21621,54,Jordan,Parker,1985-01-09,M,M,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21622,59,Ethan,Winston,1965-11-07,M,M,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
21623,632,Connor,Diaz,1998-08-05,M,M,70000.00,5,Graduate Degree,Professional,1,2,2-5 Miles
